Sequence No	Turboveg No	Group No	Relevé number	TV2 relevé number	Country	DEG_LON	DEG_LAT	cryptogams	 
13014	69740	1	69740	070003444	Slovenia	15.436385	46.458845	5	
13015	69754	1	69754	070003458	Slovenia	15.437422	46.46073	15	
13016	69763	1	69763	070003467	Slovenia	15.437794	46.468089	14	
13017	69764	1	69764	070003468	Slovenia	15.437607	46.458982	12	
13018	74224	1	74224	074009809	Slovenia	15.399994	46.497286	13	
13019	69766	1	69766	070003470	Slovenia	15.355828	46.482573	9	
13020	69785	1	69785	070003489	Slovenia	15.355798	46.475352	11	
13021	69570	1	69570	070003268	Slovenia	15.357316	46.474915	11	
13022	69579	1	69579	070003277	Slovenia	15.359459	46.476722	9	
13023	73483	1	73483	074005404	Slovenia	15.358603	46.475294	5	
13024	69319	1	69319	070003015	Slovenia	15.354248	46.458269	6	
13025	69628	1	69628	070003327	Slovenia	15.351393	46.475972	6	
13026	69737	1	69737	070003441	Slovenia	15.350523	46.484172	11	
13027	69756	1	69756	070003460	Slovenia	15.352102	46.483169	9	
13028	69574	1	69574	070003272	Slovenia	15.354123	46.454113	7	
13029	69786	1	69786	070003490	Slovenia	15.352512	46.471974	9	
13030	69577	1	69577	070003275	Slovenia	15.360801	46.467474	10	
13031	69743	1	69743	070003447	Slovenia	15.376248	46.460512	11	
13032	69728	1	69728	070003432	Slovenia	15.37554	46.464009	9	
13033	69767	1	69767	070003471	Slovenia	15.379367	46.46376	10	
13034	69553	1	69553	070003251	Slovenia	15.380109	46.450756	14	
13035	69561	1	69561	070003259	Slovenia	15.380108	46.463537	8	
13036	69732	1	69732	070003436	Slovenia	15.37275	46.460654	10	
13037	69567	1	69567	070003265	Slovenia	15.362812	46.460889	14	
13038	69575	1	69575	070003273	Slovenia	15.361246	46.468257	10	
13039	69562	1	69562	070003260	Slovenia	15.366929	46.473417	12	
13040	69765	1	69765	070003469	Slovenia	15.370833	46.473837	13	
13041	74617	1	74617	074012220	Slovenia	15.347061	46.510189	6	
13042	74633	1	74633	074012237	Slovenia	15.347061	46.510189	0	
13043	74608	1	74608	074012211	Slovenia	15.347061	46.510189	8	
13044	74611	1	74611	074012214	Slovenia	15.347061	46.510189	16	
13045	74638	1	74638	074012242	Slovenia	15.347061	46.510189	10	
13046	74636	1	74636	074012240	Slovenia	15.347061	46.510189	1	
13047	74642	1	74642	074012248	Slovenia	15.347061	46.510189	11	
13048	73507	1	73507	074005432	Slovenia	15.347061	46.510189	0	
13049	73501	1	73501	074005426	Slovenia	15.347061	46.510189	1	
13050	74613	1	74613	074012216	Slovenia	15.347061	46.510189	11	
13051	73499	1	73499	074005424	Slovenia	15.347061	46.510189	7	
13052	74641	1	74641	074012247	Slovenia	15.347061	46.510189	9	
13053	74604	1	74604	074012207	Slovenia	15.347061	46.510189	13	
13054	74616	1	74616	074012219	Slovenia	15.347061	46.510189	5	
13055	73490	1	73490	074005415	Slovenia	15.347697	46.463197	2	
13056	69327	1	69327	070003024	Slovenia	15.350074	46.5231	3	
13057	69629	1	69629	070003328	Slovenia	15.34862	46.474422	0	
13058	74629	1	74629	074012233	Slovenia	15.347061	46.510189	4	
13059	74635	1	74635	074012239	Slovenia	15.347061	46.510189	4	
13060	74639	1	74639	074012243	Slovenia	15.347061	46.510189	3	
13061	74605	1	74605	074012208	Slovenia	15.347061	46.510189	15	
13062	74630	1	74630	074012234	Slovenia	15.347061	46.510189	8	
13063	74603	1	74603	074012206	Slovenia	15.347061	46.510189	12	
13064	69571	1	69571	070003269	Slovenia	15.380684	46.462576	11	
13065	74211	1	74211	074009796	Slovenia	15.399994	46.497286	11	
13066	74193	1	74193	074009778	Slovenia	15.399994	46.497286	11	
13067	74214	1	74214	074009799	Slovenia	15.399994	46.497286	11	
13068	74202	1	74202	074009787	Slovenia	15.399994	46.497286	11	
13069	74203	1	74203	074009788	Slovenia	15.399994	46.497286	11	
13070	74213	1	74213	074009798	Slovenia	15.399994	46.497286	15	
13071	74208	1	74208	074009793	Slovenia	15.399994	46.497286	11	
13072	74219	1	74219	074009804	Slovenia	15.399994	46.497286	9	
13073	74212	1	74212	074009797	Slovenia	15.399994	46.497286	12	
13074	74205	1	74205	074009790	Slovenia	15.399994	46.497286	8	
13075	74206	1	74206	074009791	Slovenia	15.399994	46.497286	10	
13076	74199	1	74199	074009784	Slovenia	15.399994	46.497286	5	
13077	74196	1	74196	074009781	Slovenia	15.399994	46.497286	11	
13078	74209	1	74209	074009794	Slovenia	15.399994	46.497286	13	
13079	74222	1	74222	074009807	Slovenia	15.399994	46.497286	14	
13080	74221	1	74221	074009806	Slovenia	15.399994	46.497286	12	
13081	74190	1	74190	074009775	Slovenia	15.399994	46.497286	11	
13082	74225	1	74225	074009810	Slovenia	15.399994	46.497286	9	
13083	74195	1	74195	074009780	Slovenia	15.399994	46.497286	11	
13084	74200	1	74200	074009785	Slovenia	15.399994	46.497286	13	
13085	74226	1	74226	074009811	Slovenia	15.399994	46.497286	10	
13086	74197	1	74197	074009782	Slovenia	15.399994	46.497286	5	
13087	74223	1	74223	074009808	Slovenia	15.399994	46.497286	12	
13088	69746	1	69746	070003450	Slovenia	15.394771	46.490482	8	
13089	70027	1	70027	070003777	Slovenia	15.3945	46.509521	9	
13090	69748	1	69748	070003452	Slovenia	15.395168	46.484469	11	
13091	70026	1	70026	070003776	Slovenia	15.397425	46.509199	8	
13092	69757	1	69757	070003461	Slovenia	15.39746	46.480598	13	
13093	69331	1	69331	070003028	Slovenia	15.393372	46.503018	1	
13094	69537	1	69537	070003235	Slovenia	15.381201	46.463903	14	
13095	74127	1	74127	074008997	Slovenia	15.380867	46.493897	7	
13096	69870	1	69870	070003611	Slovenia	15.38895	46.508779	13	
13097	69731	1	69731	070003435	Slovenia	15.389854	46.469215	11	
13098	69935	1	69935	070003680	Slovenia	15.389106	46.516036	3	
13099	69730	1	69730	070003434	Slovenia	15.398629	46.4769	12	
13100	74217	1	74217	074009802	Slovenia	15.399994	46.497286	13	
13101	74218	1	74218	074009803	Slovenia	15.399994	46.497286	10	
13102	74192	1	74192	074009777	Slovenia	15.399994	46.497286	8	
13103	74194	1	74194	074009779	Slovenia	15.399994	46.497286	11	
13104	74191	1	74191	074009776	Slovenia	15.399994	46.497286	10	
13105	74215	1	74215	074009800	Slovenia	15.399994	46.497286	9	
13106	69538	1	69538	070003236	Slovenia	15.399617	46.454385	9	
13107	69729	1	69729	070003433	Slovenia	15.399386	46.490739	11	
13108	74207	1	74207	074009792	Slovenia	15.399994	46.497286	11	
13109	74216	1	74216	074009801	Slovenia	15.399994	46.497286	13	
13110	74204	1	74204	074009789	Slovenia	15.399994	46.497286	11	
13111	74007	1	74007	074008663	Slovenia	14.716044	45.611447	48	
13112	74011	1	74011	074008667	Slovenia	14.716044	45.611447	25	
13113	73998	1	73998	074008654	Slovenia	14.717564	45.598133	24	
13114	69998	1	69998	070003744	Slovenia	14.717829	45.61994	22	
13115	74004	1	74004	074008660	Slovenia	14.717594	45.604558	22	
13116	74757	1	74757	074012387	Slovenia	14.71565	45.607228	22	
13117	69768	1	69768	070003472	Slovenia	14.713653	45.588969	12	
13118	74748	1	74748	074012376	Slovenia	14.714356	45.6797	21	
13119	69799	1	69799	070003503	Slovenia	14.714842	46.493793	5	
13120	74001	1	74001	074008657	Slovenia	14.714417	45.556167	22	
13121	69771	1	69771	070003475	Slovenia	14.729533	45.608617	20	
13122	69772	1	69772	070003476	Slovenia	14.729262	45.609564	13	
13123	69999	1	69999	070003745	Slovenia	14.729779	45.560603	18	
13124	69770	1	69770	070003474	Slovenia	14.731794	45.606167	22	
13125	70000	1	70000	070003746	Slovenia	14.731251	45.592332	35	
13126	70003	1	70003	070003749	Slovenia	14.728487	45.560282	17	
13127	74747	1	74747	074012375	Slovenia	14.719008	45.677756	23	
13128	74134	1	74134	074009057	Slovenia	14.718639	45.679067	9	
13129	74304	1	74304	074010137	Slovenia	14.720308	46.492622	3	
13130	69990	1	69990	070003736	Slovenia	14.721218	45.546339	50	
13131	69995	1	69995	070003741	Slovenia	14.720551	45.545203	22	
13132	74008	1	74008	074008664	Slovenia	14.706028	45.680017	32	
13133	69781	1	69781	070003485	Slovenia	14.704917	45.682622	12	
13134	69775	1	69775	070003479	Slovenia	14.707261	45.699292	10	
13135	69706	1	69706	070003410	Slovenia	14.707736	46.394847	17	
13136	70177	1	70177	070003944	Slovenia	14.707341	46.336785	9	
13137	69769	1	69769	070003473	Slovenia	14.703286	45.705603	17	
13138	69774	1	69774	070003478	Slovenia	14.700242	45.708133	10	
13139	74878	1	74878	074014380	Slovenia	14.699928	46.455517	17	
13140	69430	1	69430	070003127	Slovenia	14.700891	46.460055	8	
13141	74749	1	74749	074012377	Slovenia	14.702658	45.677589	13	
13142	70002	1	70002	070003748	Slovenia	14.701939	45.70373	31	
13143	69773	1	69773	070003477	Slovenia	14.710139	45.677972	14	
13144	74751	1	74751	074012379	Slovenia	14.710025	45.697825	10	
13145	69991	1	69991	070003737	Slovenia	14.711423	45.595737	32	
13146	70076	1	70076	070003828	Slovenia	14.712278	45.621358	66	
13147	74981	1	74981	074015148	Slovenia	14.711633	45.621956	67	
13148	69992	1	69992	070003738	Slovenia	14.710051	45.623521	24	
13149	74750	1	74750	074012378	Slovenia	14.709353	45.677111	14	
13150	70178	1	70178	070003945	Slovenia	14.708495	46.335017	13	
13151	69780	1	69780	070003484	Slovenia	14.709486	45.677419	8	
13152	74746	1	74746	074012374	Slovenia	14.709867	45.701258	17	
13153	69513	1	69513	070003211	Slovenia	14.709521	46.43947	1	
13154	69478	1	69478	070003176	Slovenia	14.74911	46.470902	4	
13155	69477	1	69477	070003175	Slovenia	14.748933	46.471895	0	
13156	69852	1	69852	070003561	Slovenia	14.749597	46.188177	8	
13157	69392	1	69392	070003089	Slovenia	14.750463	46.471055	3	
13158	74615	1	74615	074012218	Slovenia	14.7497	46.477092	5	
13159	69463	1	69463	070003161	Slovenia	14.748413	46.468119	6	
13160	69851	1	69851	070003560	Slovenia	14.745219	46.193441	8	
13161	69997	1	69997	070003743	Slovenia	14.745022	45.553658	18	
13162	69479	1	69479	070003177	Slovenia	14.745638	46.465379	7	
13163	74005	1	74005	074008661	Slovenia	14.747689	45.549119	18	
13164	73997	1	73997	074008653	Slovenia	14.747558	45.572328	32	
13165	69428	1	69428	070003125	Slovenia	14.772799	46.476934	9	
13166	69462	1	69462	070003160	Slovenia	14.762521	46.433808	4	
13167	75035	1	75035	074016547	Slovenia	14.773461	46.409458	4	
13168	69421	1	69421	070003118	Slovenia	14.78493	46.469081	8	
13169	69425	1	69425	070003122	Slovenia	14.778266	46.471263	10	
13170	74285	1	74285	074010118	Slovenia	14.760142	46.447761	7	
13171	74627	1	74627	074012230	Slovenia	14.753719	46.480086	15	
13172	74745	1	74745	074012373	Slovenia	14.752647	45.577889	13	
13173	69854	1	69854	070003563	Slovenia	14.753807	46.187703	6	
13174	69373	1	69373	070003070	Slovenia	14.756977	46.464226	7	
13175	74983	1	74983	074015150	Slovenia	14.75445	45.585092	62	
13176	74319	1	74319	074010152	Slovenia	14.733261	46.479433	4	
13177	74335	1	74335	074010168	Slovenia	14.733261	46.479433	4	
13178	70005	1	70005	070003751	Slovenia	14.734184	45.590732	24	
13179	70004	1	70004	070003750	Slovenia	14.735958	45.555423	32	
13180	74010	1	74010	074008666	Slovenia	14.735358	45.551494	32	
13181	74324	1	74324	074010157	Slovenia	14.733261	46.479433	6	
13182	69993	1	69993	070003739	Slovenia	14.732949	45.553046	28	
13183	70001	1	70001	070003747	Slovenia	14.732728	45.594609	47	
13184	70006	1	70006	070003752	Slovenia	14.732976	45.593837	26	
13185	74336	1	74336	074010169	Slovenia	14.733261	46.479433	7	
13186	74334	1	74334	074010167	Slovenia	14.733261	46.479433	0	
13187	69468	1	69468	070003166	Slovenia	14.743956	46.467419	7	
13188	70078	1	70078	070003830	Slovenia	14.743468	45.583103	60	
13189	73999	1	73999	074008655	Slovenia	14.744161	45.553186	28	
13190	74003	1	74003	074008659	Slovenia	14.744633	45.55065	18	
13191	69853	1	69853	070003562	Slovenia	14.744679	46.192111	8	
13192	74009	1	74009	074008665	Slovenia	14.743011	45.561058	17	
13193	74006	1	74006	074008662	Slovenia	14.736631	45.587428	35	
13194	74012	1	74012	074008668	Slovenia	14.73645	45.594436	27	
13195	73996	1	73996	074008652	Slovenia	14.74095	45.549275	50	
13196	74000	1	74000	074008656	Slovenia	14.742328	45.553578	29	
13197	69994	1	69994	070003740	Slovenia	14.742002	45.553069	29	
13198	73486	1	73486	074005409	Slovenia	14.664203	46.422531	13	
13199	73487	1	73487	074005410	Slovenia	14.664203	46.422531	8	
13200	73485	1	73485	074005408	Slovenia	14.664203	46.422531	5	
13201	69520	1	69520	070003218	Slovenia	14.665719	46.442732	17	
13202	74402	1	74402	074010574	Slovenia	14.665281	46.391019	9	
13203	69582	1	69582	070003280	Slovenia	14.66636	46.447571	12	
13204	73858	1	73858	074007510	Slovenia	14.666969	46.436933	1	
13205	73851	1	73851	074007489	Slovenia	14.666969	46.436933	5	
13206	69532	1	69532	070003230	Slovenia	14.665119	46.446937	15	
13207	69519	1	69519	070003217	Slovenia	14.664803	46.444174	13	
13208	69540	1	69540	070003238	Slovenia	14.664795	46.446571	18	
13209	69705	1	69705	070003409	Slovenia	14.665065	46.37475	6	
13210	74346	1	74346	074010179	Slovenia	14.644397	46.402308	10	
13211	74345	1	74345	074010178	Slovenia	14.644397	46.402308	13	
13212	74343	1	74343	074010176	Slovenia	14.644397	46.402308	5	
13213	74348	1	74348	074010181	Slovenia	14.644397	46.402308	6	
13214	74341	1	74341	074010174	Slovenia	14.644397	46.402308	5	
13215	74339	1	74339	074010172	Slovenia	14.644397	46.402308	2	
13216	69617	1	69617	070003315	Slovenia	14.643065	46.418161	9	
13217	74392	1	74392	074010227	Slovenia	14.641903	46.398439	15	
13218	69626	1	69626	070003325	Slovenia	14.643475	46.418787	13	
13219	74338	1	74338	074010171	Slovenia	14.644397	46.402308	6	
13220	74344	1	74344	074010177	Slovenia	14.644397	46.402308	5	
13221	75056	1	75056	074016635	Slovenia	14.645375	46.418972	5	
13222	69625	1	69625	070003324	Slovenia	14.645377	46.418168	5	
13223	69580	1	69580	070003278	Slovenia	14.653414	46.414926	13	
13224	69411	1	69411	070003108	Slovenia	14.653109	46.308706	7	
13225	74464	1	74464	074010636	Slovenia	14.644739	46.398914	13	
13226	74349	1	74349	074010184	Slovenia	14.644397	46.402308	7	
13227	74347	1	74347	074010180	Slovenia	14.644397	46.402308	5	
13228	74340	1	74340	074010173	Slovenia	14.644397	46.402308	8	
13229	74467	1	74467	074010639	Slovenia	14.644739	46.398914	19	
13230	74327	1	74327	074010160	Slovenia	14.644397	46.402308	6	
13231	73538	1	73538	074005475	Slovenia	14.688892	46.391733	10	
13232	73528	1	73528	074005465	Slovenia	14.688892	46.391733	19	
13233	73531	1	73531	074005468	Slovenia	14.688892	46.391733	20	
13234	73525	1	73525	074005462	Slovenia	14.688892	46.391733	17	
13235	73526	1	73526	074005463	Slovenia	14.688892	46.391733	14	
13236	73524	1	73524	074005461	Slovenia	14.688892	46.391733	6	
13237	74337	1	74337	074010170	Slovenia	14.688156	46.440489	1	
13238	69783	1	69783	070003487	Slovenia	14.687778	45.686728	15	
13239	74350	1	74350	074010185	Slovenia	14.688156	46.440489	4	
13240	73536	1	73536	074005473	Slovenia	14.688892	46.391733	12	
13241	73527	1	73527	074005464	Slovenia	14.688892	46.391733	12	
13242	69716	1	69716	070003420	Slovenia	14.693167	46.392495	14	
13243	74406	1	74406	074010578	Slovenia	14.693028	46.44165	9	
13244	70179	1	70179	070003946	Slovenia	14.695095	46.330119	10	
13245	75048	1	75048	074016625	Slovenia	14.696711	46.392189	16	
13246	70180	1	70180	070003947	Slovenia	14.696329	46.31806	14	
13247	69709	1	69709	070003413	Slovenia	14.692163	46.3921	19	
13248	73537	1	73537	074005474	Slovenia	14.688892	46.391733	11	
13249	73529	1	73529	074005466	Slovenia	14.688892	46.391733	17	
13250	69717	1	69717	070003421	Slovenia	14.69041	46.391426	12	
13251	69712	1	69712	070003416	Slovenia	14.691472	46.391732	20	
13252	70181	1	70181	070003948	Slovenia	14.690607	46.323308	9	
13253	69710	1	69710	070003414	Slovenia	14.674453	46.385592	17	
13254	69480	1	69480	070003178	Slovenia	14.672794	46.436521	1	
13255	69522	1	69522	070003220	Slovenia	14.675608	46.439553	9	
13256	73854	1	73854	074007502	Slovenia	14.682406	46.393203	0	
13257	69518	1	69518	070003216	Slovenia	14.681261	46.406461	9	
13258	69707	1	69707	070003411	Slovenia	14.672142	46.382658	14	
13259	69708	1	69708	070003412	Slovenia	14.667603	46.379098	12	
13260	73863	1	73863	074007520	Slovenia	14.666969	46.436933	1	
13261	69718	1	69718	070003422	Slovenia	14.66932	46.38008	11	
13262	73488	1	73488	074005412	Slovenia	14.672067	46.434033	1	
13263	69495	1	69495	070003193	Slovenia	14.670648	46.433262	3	
13264	74424	1	74424	074010596	Slovenia	14.684875	46.444464	18	
13265	74404	1	74404	074010576	Slovenia	14.684542	46.443253	17	
13266	74403	1	74403	074010575	Slovenia	14.68515	46.443722	13	
13267	74755	1	74755	074012385	Slovenia	14.686831	45.692728	8	
13268	74758	1	74758	074012388	Slovenia	14.685597	45.690239	15	
13269	74416	1	74416	074010588	Slovenia	14.684308	46.4446	15	
13270	74759	1	74759	074012389	Slovenia	14.6826	45.693497	22	
13271	69784	1	69784	070003488	Slovenia	14.68255	45.691467	22	
13272	74756	1	74756	074012386	Slovenia	14.682936	45.695333	12	
13273	74391	1	74391	074010226	Slovenia	14.684197	46.441639	8	
13274	74466	1	74466	074010638	Slovenia	14.683422	46.445175	12	
13275	73510	1	73510	074005435	Slovenia	14.967433	46.486528	7	
13276	69432	1	69432	070003129	Slovenia	14.964049	46.486824	7	
13277	74877	1	74877	074014377	Slovenia	14.868486	46.412508	5	
13278	69809	1	69809	070003513	Slovenia	14.86499	46.422303	7	
13279	69918	1	69918	070003663	Slovenia	14.864017	46.205703	1	
13280	69920	1	69920	070003665	Slovenia	14.864599	46.204169	4	
13281	74626	1	74626	074012229	Slovenia	14.876106	46.420631	5	
13282	75087	1	75087	074016939	Slovenia	14.951325	46.052267	2	
13283	69798	1	69798	070003502	Slovenia	14.885596	46.422405	19	
13284	74624	1	74624	074012227	Slovenia	14.875194	46.422717	11	
13285	74625	1	74625	074012228	Slovenia	14.868681	46.421494	6	
13286	69611	1	69611	070003309	Slovenia	14.87089	46.529609	6	
13287	74875	1	74875	074014375	Slovenia	14.961203	46.439008	11	
13288	69810	1	69810	070003514	Slovenia	14.855918	46.421502	5	
13289	69917	1	69917	070003662	Slovenia	14.855922	46.222454	4	
13290	69497	1	69497	070003195	Slovenia	14.857585	46.408217	6	
13291	69464	1	69464	070003162	Slovenia	14.854626	46.415689	1	
13292	69808	1	69808	070003512	Slovenia	14.860338	46.425247	11	
13293	74862	1	74862	074013841	Slovenia	14.862553	46.442686	5	
13294	74042	1	74042	074008816	Slovenia	15.039381	45.683542	7	
13295	74325	1	74325	074010158	Slovenia	15.040814	46.626406	7	
13296	69496	1	69496	070003194	Slovenia	14.859312	46.41775	6	
13297	74873	1	74873	074013855	Slovenia	14.887142	46.451694	6	
13298	74368	1	74368	074010203	Slovenia	14.903267	46.371303	14	
13299	69426	1	69426	070003123	Slovenia	14.90339	46.374021	9	
13300	69422	1	69422	070003119	Slovenia	14.917711	46.371513	7	
13301	74383	1	74383	074010218	Slovenia	14.901275	46.365536	7	
13302	69506	1	69506	070003204	Slovenia	14.899548	46.5365	3	
13303	69323	1	69323	070003020	Slovenia	14.900956	46.417183	4	
13304	69510	1	69510	070003208	Slovenia	14.913197	46.526199	5	
13305	74043	1	74043	074008817	Slovenia	15.063864	45.636872	5	
13306	74387	1	74387	074010222	Slovenia	14.905558	46.372286	9	
13307	74858	1	74858	074013829	Slovenia	14.908783	46.369975	0	
13308	69407	1	69407	070003104	Slovenia	14.907914	46.372087	14	
13309	75279	1	75279	074017695	Slovenia	14.950675	46.375178	6	
13310	70315	1	70315	070005676	Slovenia	14.949347	46.375484	6	
13311	70308	1	70308	070005005	Slovenia	14.949347	46.375484	6	
13312	74610	1	74610	074012213	Slovenia	14.895553	46.421075	10	
13313	74867	1	74867	074013848	Slovenia	14.891092	46.426953	16	
13314	69485	1	69485	070003183	Slovenia	14.89413	46.408919	4	
13315	74614	1	74614	074012217	Slovenia	14.895553	46.421075	20	
13316	74320	1	74320	074010153	Slovenia	14.896022	46.369386	6	
13317	74870	1	74870	074013852	Slovenia	14.938392	46.482497	8	
13318	73493	1	73493	074005418	Slovenia	14.898108	46.419086	4	
13319	69794	1	69794	070003498	Slovenia	14.898085	46.419951	10	
13320	69533	1	69533	070003231	Slovenia	14.896169	46.424845	14	
13321	74417	1	74417	074010589	Slovenia	14.897886	46.424539	14	
13322	69505	1	69505	070003203	Slovenia	14.948447	46.529154	7	
13323	69604	1	69604	070003302	Slovenia	14.828811	46.493126	12	
13324	74980	1	74980	074015144	Slovenia	14.832231	46.493261	4	
13325	74871	1	74871	074013853	Slovenia	15.024017	46.427567	6	
13326	73516	1	73516	074005453	Slovenia	14.826503	46.522592	7	
13327	74773	1	74773	074012943	Slovenia	14.820769	46.272306	3	
13328	74355	1	74355	074010190	Slovenia	14.841383	46.531003	3	
13329	74359	1	74359	074010194	Slovenia	14.841383	46.531003	5	
13330	74365	1	74365	074010200	Slovenia	14.841383	46.531003	5	
13331	74364	1	74364	074010199	Slovenia	14.841383	46.531003	6	
13332	74351	1	74351	074010186	Slovenia	14.84075	46.478261	7	
13333	74352	1	74352	074010187	Slovenia	14.84075	46.478261	7	
13334	74342	1	74342	074010175	Slovenia	14.84075	46.478261	4	
13335	74488	1	74488	074010660	Slovenia	14.818503	46.494653	12	
13336	73426	1	73426	074005280	Slovenia	14.798161	46.272033	3	
13337	73427	1	73427	074005281	Slovenia	14.798161	46.272033	0	
13338	73424	1	73424	074005278	Slovenia	14.798161	46.272033	5	
13339	73425	1	73425	074005279	Slovenia	14.798161	46.272033	6	
13340	73773	1	73773	074006901	Slovenia	14.7881	46.197367	3	
13341	73511	1	73511	074005436	Slovenia	14.788914	46.493392	7	
13342	69433	1	69433	070003130	Slovenia	14.789626	46.493302	6	
13343	74876	1	74876	074014376	Slovenia	14.813397	46.417128	8	
13344	69835	1	69835	070003543	Slovenia	14.81647	46.259363	5	
13345	69836	1	69836	070003545	Slovenia	14.816714	46.256654	4	
13346	74386	1	74386	074010221	Slovenia	14.810436	46.485736	10	
13347	73423	1	73423	074005277	Slovenia	14.798161	46.272033	4	
13348	74382	1	74382	074010217	Slovenia	14.810436	46.485736	8	
13349	74389	1	74389	074010224	Slovenia	14.810436	46.485736	9	
13350	74044	1	74044	074008818	Slovenia	15.011078	45.710806	4	
13351	74366	1	74366	074010201	Slovenia	14.841383	46.531003	2	
13352	69372	1	69372	070003069	Slovenia	15.03124	46.641212	2	
13353	74872	1	74872	074013854	Slovenia	14.847531	46.438019	14	
13354	74367	1	74367	074010202	Slovenia	14.841383	46.531003	4	
13355	74357	1	74357	074010192	Slovenia	14.841383	46.531003	4	
13356	74360	1	74360	074010195	Slovenia	14.841383	46.531003	7	
13357	69512	1	69512	070003210	Slovenia	14.848953	46.54149	4	
13358	74354	1	74354	074010189	Slovenia	14.841383	46.531003	6	
13359	74353	1	74353	074010188	Slovenia	14.841383	46.531003	5	
13360	74356	1	74356	074010191	Slovenia	14.841383	46.531003	5	
13361	74284	1	74284	074010117	Slovenia	15.030736	46.640931	2	
13362	74363	1	74363	074010198	Slovenia	14.841383	46.531003	5	
13363	69511	1	69511	070003209	Slovenia	14.853384	46.539274	2	
13364	74361	1	74361	074010196	Slovenia	14.841383	46.531003	3	
13365	74362	1	74362	074010197	Slovenia	14.841383	46.531003	4	
13366	5043	1	5043	010000012	Sweden	16.317698	64.241859	7	
13367	5045	1	5045	010000014	Sweden	16.083091	65.3361	6	
13368	5040	1	5040	010000009	Sweden	14.503022	62.798401	8	
13369	5042	1	5042	010000011	Sweden	15.36894	64.031493	5	
13370	5053	1	5053	010000022	Sweden	19.372825	64.445091	4	
13371	5034	1	5034	010000003	Sweden	13.714817	59.835774	3	
13372	5033	1	5033	010000002	Sweden	14.1845	59.184556	6	
13373	26193	1	26193	025001230	Sweden	23.100833	65.718056	5	
13374	26190	1	26190	025001203	Sweden	23.101111	65.718333	5	
13375	5062	1	5062	010000031	Sweden	18.108278	63.189417	8	
13376	5060	1	5060	010000029	Sweden	17.933722	63.082833	7	
13377	5054	1	5054	010000023	Sweden	19.517642	65.122593	5	
13378	5061	1	5061	010000030	Sweden	18.530574	63.101961	7	
13379	5063	1	5063	010000032	Sweden	16.964472	61.182583	8	
13380	5044	1	5044	010000013	Sweden	16.489662	64.971327	6	
13381	5038	1	5038	010000007	Sweden	14.748885	61.3343	8	
13382	5059	1	5059	010000028	Sweden	17.011808	63.755098	8	
13383	80722	1	80722	088008028	Switzerland	8.513188	47.245697	8	
13384	82496	1	82496	088012277	Switzerland	8.506411	46.893483	6	
13385	82520	1	82520	088012322	Switzerland	8.509386	46.90452	5	
13386	80952	1	80952	088008765	Switzerland	8.514754	46.503862	5	
13387	82708	1	82708	088012677	Switzerland	8.303293	46.723825	6	
13388	82088	1	82088	088011375	Switzerland	8.311927	47.236964	0	
13389	82101	1	82101	088011426	Switzerland	8.31192	47.236514	1	
13390	83060	1	83060	088013892	Switzerland	8.507958	47.050449	6	
13391	82061	1	82061	088011302	Switzerland	8.505997	47.018082	0	
13392	82521	1	82521	088012325	Switzerland	8.508973	46.896967	8	
13393	83059	1	83059	088013891	Switzerland	8.505339	47.051148	0	
13394	82519	1	82519	088012321	Switzerland	8.506476	46.903378	6	
13395	82085	1	82085	088011372	Switzerland	8.312168	47.211326	0	
13396	82063	1	82063	088011304	Switzerland	8.509375	47.022549	1	
13397	80413	1	80413	088006796	Switzerland	8.506506	46.29702	7	
13398	77744	1	77744	087001021	Switzerland	8.51538	46.50522	0	
13399	82042	1	82042	088011239	Switzerland	8.212417	47.164455	3	
13400	82043	1	82043	088011240	Switzerland	8.213341	47.164539	1	
13401	80205	1	80205	088006272	Switzerland	8.211256	47.011001	11	
13402	80201	1	80201	088006268	Switzerland	8.20794	47.009044	13	
13403	80200	1	80200	088006266	Switzerland	8.20804	47.01597	6	
13404	82041	1	82041	088011237	Switzerland	8.211202	47.162484	2	
13405	82003	1	82003	088011189	Switzerland	8.219274	46.974514	0	
13406	80981	1	80981	088008858	Switzerland	8.219709	47.203175	5	
13407	82097	1	82097	088011405	Switzerland	8.219799	47.200296	0	
13408	81985	1	81985	088011164	Switzerland	8.219261	46.973615	3	
13409	81984	1	81984	088011163	Switzerland	8.213735	46.973203	3	
13410	81967	1	81967	088011140	Switzerland	8.216639	46.974083	3	
13411	77768	1	77768	087001520	Switzerland	8.21903	46.6892	0	
13412	79954	1	79954	088005480	Switzerland	8.200614	46.909871	8	
13413	81697	1	81697	088010174	Switzerland	8.201726	46.757025	4	
13414	80204	1	80204	088006271	Switzerland	8.199425	47.01135	6	
13415	81694	1	81694	088010171	Switzerland	8.198478	46.758756	2	
13416	80203	1	80203	088006270	Switzerland	8.198757	47.010635	6	
13417	81695	1	81695	088010172	Switzerland	8.205344	46.753672	3	
13418	81696	1	81696	088010173	Switzerland	8.205867	46.753669	0	
13419	80194	1	80194	088006260	Switzerland	8.20726	47.00743	7	
13420	80192	1	80192	088006257	Switzerland	8.205056	47.009693	2	
13421	80196	1	80196	088006262	Switzerland	8.203985	47.008351	8	
13422	80198	1	80198	088006264	Switzerland	8.203998	47.00925	2	
13423	80982	1	80982	088008859	Switzerland	8.220396	47.186979	7	
